교통수단별,기준연월,목적,성별,연령,인원수
김포,2024-03-31,공용,여성,20세 이하,14
김해,2024-03-31,공용,여성,20세 이하,31
인천공항,2024-03-31,공용,여성,20세 이하,654
기타공항,2024-03-31,관광,여성,20세 이하,696
기타항구,2024-03-31,관광,여성,20세 이하,613
김포,2024-03-31,관광,여성,20세 이하,7879
김해,2024-03-31,관광,여성,20세 이하,4718
부산,2024-03-31,관광,여성,20세 이하,1376
인천,2024-03-31,관광,여성,20세 이하,69
인천공항,2024-03-31,관광,여성,20세 이하,70529
제주공항,2024-03-31,관광,여성,20세 이하,3176
제주항,2024-03-31,관광,여성,20세 이하,88
기타공항,2024-03-31,기타,여성,20세 이하,10
기타항구,2024-03-31,기타,여성,20세 이하,6
김포,2024-03-31,기타,여성,20세 이하,107
김해,2024-03-31,기타,여성,20세 이하,102
부산,2024-03-31,기타,여성,20세 이하,6
인천,2024-03-31,기타,여성,20세 이하,2
인천공항,2024-03-31,기타,여성,20세 이하,1284
제주공항,2024-03-31,기타,여성,20세 이하,13
인천공항,2024-03-31,상용,여성,20세 이하,8
기타공항,2024-03-31,유학연수,여성,20세 이하,50
기타항구,2024-03-31,유학연수,여성,20세 이하,1
김포,2024-03-31,유학연수,여성,20세 이하,201
김해,2024-03-31,유학연수,여성,20세 이하,841
부산,2024-03-31,유학연수,여성,20세 이하,5
인천,2024-03-31,유학연수,여성,20세 이하,4
인천공항,2024-03-31,유학연수,여성,20세 이하,5322
제주공항,2024-03-31,유학연수,여성,20세 이하,21
기타공항,2024-03-31,공용,여성,21~30세,22
김포,2024-03-31,공용,여성,21~30세,9
김해,2024-03-31,공용,여성,21~30세,5
부산,2024-03-31,공용,여성,21~30세,1
인천공항,2024-03-31,공용,여성,21~30세,223
제주공항,2024-03-31,공용,여성,21~30세,1
기타공항,2024-03-31,관광,여성,21~30세,2238
기타항구,2024-03-31,관광,여성,21~30세,1144
김포,2024-03-31,관광,여성,21~30세,15155
김해,2024-03-31,관광,여성,21~30세,11279
부산,2024-03-31,관광,여성,21~30세,1490
인천,2024-03-31,관광,여성,21~30세,260
인천공항,2024-03-31,관광,여성,21~30세,175714
제주공항,2024-03-31,관광,여성,21~30세,26827
제주항,2024-03-31,관광,여성,21~30세,123
기타공항,2024-03-31,기타,여성,21~30세,53
기타항구,2024-03-31,기타,여성,21~30세,12
김포,2024-03-31,기타,여성,21~30세,259
김해,2024-03-31,기타,여성,21~30세,367
부산,2024-03-31,기타,여성,21~30세,12
인천,2024-03-31,기타,여성,21~30세,6
인천공항,2024-03-31,기타,여성,21~30세,5654
제주공항,2024-03-31,기타,여성,21~30세,54
기타공항,2024-03-31,상용,여성,21~30세,3
김포,2024-03-31,상용,여성,21~30세,29
김해,2024-03-31,상용,여성,21~30세,8
인천공항,2024-03-31,상용,여성,21~30세,320
제주공항,2024-03-31,상용,여성,21~30세,7
기타공항,2024-03-31,유학연수,여성,21~30세,254
기타항구,2024-03-31,유학연수,여성,21~30세,2
김포,2024-03-31,유학연수,여성,21~30세,1283
김해,2024-03-31,유학연수,여성,21~30세,1150
부산,2024-03-31,유학연수,여성,21~30세,16
인천,2024-03-31,유학연수,여성,21~30세,12
인천공항,2024-03-31,유학연수,여성,21~30세,18682
제주공항,2024-03-31,유학연수,여성,21~30세,110
기타공항,2024-03-31,공용,여성,31~40세,29
김포,2024-03-31,공용,여성,31~40세,17
김해,2024-03-31,공용,여성,31~40세,32
부산,2024-03-31,공용,여성,31~40세,2
인천공항,2024-03-31,공용,여성,31~40세,648
기타공항,2024-03-31,관광,여성,31~40세,1949
기타항구,2024-03-31,관광,여성,31~40세,2133
김포,2024-03-31,관광,여성,31~40세,10521
김해,2024-03-31,관광,여성,31~40세,10222
부산,2024-03-31,관광,여성,31~40세,949
인천,2024-03-31,관광,여성,31~40세,641
인천공항,2024-03-31,관광,여성,31~40세,109305
제주공항,2024-03-31,관광,여성,31~40세,15937
제주항,2024-03-31,관광,여성,31~40세,223
기타공항,2024-03-31,기타,여성,31~40세,58
기타항구,2024-03-31,기타,여성,31~40세,14
김포,2024-03-31,기타,여성,31~40세,346
김해,2024-03-31,기타,여성,31~40세,508
부산,2024-03-31,기타,여성,31~40세,12
인천,2024-03-31,기타,여성,31~40세,2
인천공항,2024-03-31,기타,여성,31~40세,7476
제주공항,2024-03-31,기타,여성,31~40세,134
기타공항,2024-03-31,상용,여성,31~40세,6
김포,2024-03-31,상용,여성,31~40세,56
김해,2024-03-31,상용,여성,31~40세,39
인천공항,2024-03-31,상용,여성,31~40세,706
제주공항,2024-03-31,상용,여성,31~40세,13
기타공항,2024-03-31,유학연수,여성,31~40세,46
김포,2024-03-31,유학연수,여성,31~40세,147
김해,2024-03-31,유학연수,여성,31~40세,225
부산,2024-03-31,유학연수,여성,31~40세,4
인천공항,2024-03-31,유학연수,여성,31~40세,2356
제주공항,2024-03-31,유학연수,여성,31~40세,28
기타공항,2024-03-31,공용,여성,41~50세,42
김포,2024-03-31,공용,여성,41~50세,12
김해,2024-03-31,공용,여성,41~50세,22
인천공항,2024-03-31,공용,여성,41~50세,647
제주공항,2024-03-31,공용,여성,41~50세,1
기타공항,2024-03-31,관광,여성,41~50세,1777
기타항구,2024-03-31,관광,여성,41~50세,2098
김포,2024-03-31,관광,여성,41~50세,8929
김해,2024-03-31,관광,여성,41~50세,9188
부산,2024-03-31,관광,여성,41~50세,1214
인천,2024-03-31,관광,여성,41~50세,1010
인천공항,2024-03-31,관광,여성,41~50세,73306
제주공항,2024-03-31,관광,여성,41~50세,5350
제주항,2024-03-31,관광,여성,41~50세,282
기타공항,2024-03-31,기타,여성,41~50세,45
기타항구,2024-03-31,기타,여성,41~50세,19
김포,2024-03-31,기타,여성,41~50세,284
김해,2024-03-31,기타,여성,41~50세,319
부산,2024-03-31,기타,여성,41~50세,7
인천,2024-03-31,기타,여성,41~50세,13
인천공항,2024-03-31,기타,여성,41~50세,4952
제주공항,2024-03-31,기타,여성,41~50세,109
기타공항,2024-03-31,상용,여성,41~50세,6
기타항구,2024-03-31,상용,여성,41~50세,0
김포,2024-03-31,상용,여성,41~50세,52
김해,2024-03-31,상용,여성,41~50세,41
부산,2024-03-31,상용,여성,41~50세,0
인천공항,2024-03-31,상용,여성,41~50세,492
제주공항,2024-03-31,상용,여성,41~50세,11
기타공항,2024-03-31,유학연수,여성,41~50세,8
김포,2024-03-31,유학연수,여성,41~50세,35
김해,2024-03-31,유학연수,여성,41~50세,50
부산,2024-03-31,유학연수,여성,41~50세,2
인천공항,2024-03-31,유학연수,여성,41~50세,427
제주공항,2024-03-31,유학연수,여성,41~50세,2
기타공항,2024-03-31,공용,여성,51~60세,14
기타항구,2024-03-31,공용,여성,51~60세,0
김포,2024-03-31,공용,여성,51~60세,12
김해,2024-03-31,공용,여성,51~60세,9
부산,2024-03-31,공용,여성,51~60세,1
인천공항,2024-03-31,공용,여성,51~60세,286
제주공항,2024-03-31,공용,여성,51~60세,1
기타공항,2024-03-31,관광,여성,51~60세,1709
기타항구,2024-03-31,관광,여성,51~60세,8484
김포,2024-03-31,관광,여성,51~60세,7709
김해,2024-03-31,관광,여성,51~60세,9457
부산,2024-03-31,관광,여성,51~60세,1789
인천,2024-03-31,관광,여성,51~60세,5068
인천공항,2024-03-31,관광,여성,51~60세,58626
제주공항,2024-03-31,관광,여성,51~60세,5110
제주항,2024-03-31,관광,여성,51~60세,1105
기타공항,2024-03-31,기타,여성,51~60세,68
기타항구,2024-03-31,기타,여성,51~60세,34
김포,2024-03-31,기타,여성,51~60세,269
김해,2024-03-31,기타,여성,51~60세,288
부산,2024-03-31,기타,여성,51~60세,7
인천,2024-03-31,기타,여성,51~60세,24
인천공항,2024-03-31,기타,여성,51~60세,6218
제주공항,2024-03-31,기타,여성,51~60세,38
기타공항,2024-03-31,상용,여성,51~60세,2
김포,2024-03-31,상용,여성,51~60세,11
김해,2024-03-31,상용,여성,51~60세,8
인천공항,2024-03-31,상용,여성,51~60세,215
제주공항,2024-03-31,상용,여성,51~60세,6
김포,2024-03-31,유학연수,여성,51~60세,8
김해,2024-03-31,유학연수,여성,51~60세,2
인천공항,2024-03-31,유학연수,여성,51~60세,17
제주공항,2024-03-31,유학연수,여성,51~60세,1
기타공항,2024-03-31,공용,여성,61세이상,6
기타항구,2024-03-31,공용,여성,61세이상,0
김포,2024-03-31,공용,여성,61세이상,1
김해,2024-03-31,공용,여성,61세이상,6
인천공항,2024-03-31,공용,여성,61세이상,98
기타공항,2024-03-31,관광,여성,61세이상,1798
기타항구,2024-03-31,관광,여성,61세이상,22372
김포,2024-03-31,관광,여성,61세이상,4517
김해,2024-03-31,관광,여성,61세이상,9013
부산,2024-03-31,관광,여성,61세이상,6918
인천,2024-03-31,관광,여성,61세이상,11268
인천공항,2024-03-31,관광,여성,61세이상,42039
제주공항,2024-03-31,관광,여성,61세이상,4026
제주항,2024-03-31,관광,여성,61세이상,4712
기타공항,2024-03-31,기타,여성,61세이상,118
기타항구,2024-03-31,기타,여성,61세이상,68
김포,2024-03-31,기타,여성,61세이상,346
김해,2024-03-31,기타,여성,61세이상,384
부산,2024-03-31,기타,여성,61세이상,33
인천,2024-03-31,기타,여성,61세이상,16
인천공항,2024-03-31,기타,여성,61세이상,7977
제주공항,2024-03-31,기타,여성,61세이상,58
김포,2024-03-31,상용,여성,61세이상,3
김해,2024-03-31,상용,여성,61세이상,2
인천공항,2024-03-31,상용,여성,61세이상,48
제주공항,2024-03-31,상용,여성,61세이상,1
김포,2024-03-31,유학연수,여성,61세이상,2
인천공항,2024-03-31,유학연수,여성,61세이상,5
기타공항,2024-04-30,공용,남성,20세 이하,24
김포,2024-04-30,공용,남성,20세 이하,10
김해,2024-04-30,공용,남성,20세 이하,17
인천공항,2024-04-30,공용,남성,20세 이하,231
제주공항,2024-04-30,공용,남성,20세 이하,1
기타공항,2024-04-30,관광,남성,20세 이하,526
기타항구,2024-04-30,관광,남성,20세 이하,1319
김포,2024-04-30,관광,남성,20세 이하,1931
김해,2024-04-30,관광,남성,20세 이하,2934
부산,2024-04-30,관광,남성,20세 이하,910
인천,2024-04-30,관광,남성,20세 이하,58
인천공항,2024-04-30,관광,남성,20세 이하,28414
제주공항,2024-04-30,관광,남성,20세 이하,2875
제주항,2024-04-30,관광,남성,20세 이하,291
기타공항,2024-04-30,기타,남성,20세 이하,2
기타항구,2024-04-30,기타,남성,20세 이하,7
김포,2024-04-30,기타,남성,20세 이하,64
김해,2024-04-30,기타,남성,20세 이하,120
부산,2024-04-30,기타,남성,20세 이하,0
인천공항,2024-04-30,기타,남성,20세 이하,1365
제주공항,2024-04-30,기타,남성,20세 이하,19
기타항구,2024-04-30,상용,남성,20세 이하,1
인천공항,2024-04-30,상용,남성,20세 이하,20
기타공항,2024-04-30,유학연수,남성,20세 이하,6
김포,2024-04-30,유학연수,남성,20세 이하,14
김해,2024-04-30,유학연수,남성,20세 이하,92
인천공항,2024-04-30,유학연수,남성,20세 이하,374
제주공항,2024-04-30,유학연수,남성,20세 이하,4
기타공항,2024-04-30,공용,남성,21~30세,9
김포,2024-04-30,공용,남성,21~30세,8
김해,2024-04-30,공용,남성,21~30세,9
부산,2024-04-30,공용,남성,21~30세,0
인천공항,2024-04-30,공용,남성,21~30세,149
기타공항,2024-04-30,관광,남성,21~30세,750
기타항구,2024-04-30,관광,남성,21~30세,1157
김포,2024-04-30,관광,남성,21~30세,4812
김해,2024-04-30,관광,남성,21~30세,5687
부산,2024-04-30,관광,남성,21~30세,980
인천,2024-04-30,관광,남성,21~30세,169
인천공항,2024-04-30,관광,남성,21~30세,61102
제주공항,2024-04-30,관광,남성,21~30세,7497
제주항,2024-04-30,관광,남성,21~30세,224
기타공항,2024-04-30,기타,남성,21~30세,50
기타항구,2024-04-30,기타,남성,21~30세,17
김포,2024-04-30,기타,남성,21~30세,164
김해,2024-04-30,기타,남성,21~30세,881
부산,2024-04-30,기타,남성,21~30세,3
인천,2024-04-30,기타,남성,21~30세,4
인천공항,2024-04-30,기타,남성,21~30세,10271
제주공항,2024-04-30,기타,남성,21~30세,93
기타공항,2024-04-30,상용,남성,21~30세,6
기타항구,2024-04-30,상용,남성,21~30세,1
김포,2024-04-30,상용,남성,21~30세,47
김해,2024-04-30,상용,남성,21~30세,55
부산,2024-04-30,상용,남성,21~30세,1
인천공항,2024-04-30,상용,남성,21~30세,1061
제주공항,2024-04-30,상용,남성,21~30세,2
기타공항,2024-04-30,유학연수,남성,21~30세,60
김포,2024-04-30,유학연수,남성,21~30세,173
김해,2024-04-30,유학연수,남성,21~30세,226
부산,2024-04-30,유학연수,남성,21~30세,6
인천,2024-04-30,유학연수,남성,21~30세,2
인천공항,2024-04-30,유학연수,남성,21~30세,3333
제주공항,2024-04-30,유학연수,남성,21~30세,23
기타공항,2024-04-30,공용,남성,31~40세,12
기타항구,2024-04-30,공용,남성,31~40세,2
김포,2024-04-30,공용,남성,31~40세,23
김해,2024-04-30,공용,남성,31~40세,48
부산,2024-04-30,공용,남성,31~40세,3
인천공항,2024-04-30,공용,남성,31~40세,598
제주공항,2024-04-30,공용,남성,31~40세,2
기타공항,2024-04-30,관광,남성,31~40세,974
기타항구,2024-04-30,관광,남성,31~40세,2578
김포,2024-04-30,관광,남성,31~40세,7295
김해,2024-04-30,관광,남성,31~40세,8014
부산,2024-04-30,관광,남성,31~40세,1242
인천,2024-04-30,관광,남성,31~40세,420
인천공항,2024-04-30,관광,남성,31~40세,77776
제주공항,2024-04-30,관광,남성,31~40세,7087
제주항,2024-04-30,관광,남성,31~40세,490
기타공항,2024-04-30,기타,남성,31~40세,177
기타항구,2024-04-30,기타,남성,31~40세,36
김포,2024-04-30,기타,남성,31~40세,386
김해,2024-04-30,기타,남성,31~40세,1685
부산,2024-04-30,기타,남성,31~40세,8
인천,2024-04-30,기타,남성,31~40세,17
인천공항,2024-04-30,기타,남성,31~40세,16156
제주공항,2024-04-30,기타,남성,31~40세,142
기타공항,2024-04-30,상용,남성,31~40세,15
기타항구,2024-04-30,상용,남성,31~40세,6
김포,2024-04-30,상용,남성,31~40세,218
김해,2024-04-30,상용,남성,31~40세,224
부산,2024-04-30,상용,남성,31~40세,3
인천,2024-04-30,상용,남성,31~40세,5
인천공항,2024-04-30,상용,남성,31~40세,2611
제주공항,2024-04-30,상용,남성,31~40세,23
기타공항,2024-04-30,유학연수,남성,31~40세,11
김포,2024-04-30,유학연수,남성,31~40세,47
김해,2024-04-30,유학연수,남성,31~40세,79
부산,2024-04-30,유학연수,남성,31~40세,1
인천,2024-04-30,유학연수,남성,31~40세,3
인천공항,2024-04-30,유학연수,남성,31~40세,687
제주공항,2024-04-30,유학연수,남성,31~40세,5
기타공항,2024-04-30,공용,남성,41~50세,20
기타항구,2024-04-30,공용,남성,41~50세,2
김포,2024-04-30,공용,남성,41~50세,52
김해,2024-04-30,공용,남성,41~50세,94
부산,2024-04-30,공용,남성,41~50세,3
인천공항,2024-04-30,공용,남성,41~50세,920
제주공항,2024-04-30,공용,남성,41~50세,3
기타공항,2024-04-30,관광,남성,41~50세,902
기타항구,2024-04-30,관광,남성,41~50세,2455
김포,2024-04-30,관광,남성,41~50세,7355
김해,2024-04-30,관광,남성,41~50세,6722
부산,2024-04-30,관광,남성,41~50세,1349
인천,2024-04-30,관광,남성,41~50세,827
인천공항,2024-04-30,관광,남성,41~50세,54665
제주공항,2024-04-30,관광,남성,41~50세,3284
제주항,2024-04-30,관광,남성,41~50세,606
기타공항,2024-04-30,기타,남성,41~50세,135
기타항구,2024-04-30,기타,남성,41~50세,53
김포,2024-04-30,기타,남성,41~50세,359
김해,2024-04-30,기타,남성,41~50세,722
부산,2024-04-30,기타,남성,41~50세,5
인천,2024-04-30,기타,남성,41~50세,19
인천공항,2024-04-30,기타,남성,41~50세,8114
제주공항,2024-04-30,기타,남성,41~50세,79
기타공항,2024-04-30,상용,남성,41~50세,29
기타항구,2024-04-30,상용,남성,41~50세,11
김포,2024-04-30,상용,남성,41~50세,297
김해,2024-04-30,상용,남성,41~50세,221
